OBJECTID,UNITID,ASSOCIATEDNAME,SAMPLEDATE,DICHLOROBENZENE_1_2,TRANS_1_3_DICHLOROPROPYLENE,DICHLOROBENZENE_1_4,SILVER,ALUMINUM,ALGAE_AND_CYANOBACTERIA,ARSENIC,BORON,BARIUM,BERYLLIUM,BENZENE,BISMUTH,CALCIUM,CBIOCHEMICAL_OXYGEN_DEMAND,CADMIUM,CIS_1_2_DICHLOROETHYLENE,CHLOROFORM,CHLORIDE,COBALT,CONDUCTIVITY_FIELD,CHROMIUM,COPPER,DICHLOROMETHANE,DISSOLVED_OXYGEN,DISSOLVED_OXYGEN_FIELD,ESCHERICHIA_COLI,ETHYLBENZENE,FLUORIDE,IRON,HARDNESS,POTASSIUM,LITHIUM,MICROSCOPIC_ANALYSIS,MAGNESIUM,MANGANESE,MOLYBDENUM,M_PLUS_P_XYLENE,SODIUM,UNIONIZED_AMMONIA_AS_NH3_AT_FI,AMMONIA_PLUS_AMMONIUM_AS_N,NICKEL,NITRITE_AS_N,NITRATE_AS_N,NITRATE_PLUS_NITRITE_AS_N,O_PHOSPHATE_AS_P,O_XYLENE,PHOSPHORUS_TOTAL,PHOSPHORUS_DISSOLVED_TOTAL,LEAD,PH,PH_FIELD,ANTIMONY,SELENIUM,SILICON,TIN,STRONTIUM,TETRACHLOROETHANE_1_1_2_2,TEMPERATURE_FIELD,TRICHLOROETHYLENE,TITANIUM,TOTAL_KJELDAHL_NITROGEN_AS_N,THALLIUM,TOLUENE,TOTAL_SUSPENDED_SOLIDS,TETRACHLOROETHYLENE,URANIUM,VANADIUM,TUNGSTEN,XYLENE,CAFFEINE,ZINC,ZIRCONIUM,LONGITUDE,LATITUDE
420,AC SW4,HAMILTON WEST SWQP,2023/05/16 05:00:00+00,,,,<0.0001 mg/L,0.039 mg/L,,0.0008 mg/L,0.042 mg/L,0.0504 mg/L,<0.0001 mg/L,,<0.0001 mg/L,99.6 mg/L,<2 mg/L,<0.0001 mg/L,,,94.4 mg/L,<0.0001 mg/L,862 uS/cm,0.0002 mg/L,0.0007 mg/L,,,8.96 mg/L,5 MPN/100mL,,,0.226 mg/L,321 mg/L,1.13 mg/L,0.0022 mg/L,,17.5 mg/L,0.199 mg/L,0.0004 mg/L,,55 mg/L,,0.05 mg/L,0.0003 mg/L,<0.05 mg/L,0.28 mg/L,,<0.05 mg/L,,0.051 mg/L,,0.0001 mg/L,,7.86 pH,<0.0001 mg/L,0.0001 mg/L,4.2 mg/L,<0.0001 mg/L,0.549 mg/L,,11.8 C,,0.0012 mg/L,0.4 mg/L,<0.0003 mg/L,,3.5 mg/L,,1.42 ug/L,0.0003 mg/L,<0.0001 mg/L,,,0.017 mg/L,<0.0004 mg/L,-79.97426,43.20544
421,AC SW4,HAMILTON WEST SWQP,2023/06/06 05:00:00+00,,,,<0.0001 mg/L,0.043 mg/L,,0.0012 mg/L,0.051 mg/L,0.0846 mg/L,<0.0001 mg/L,,<0.0001 mg/L,120 mg/L,<2 mg/L,<0.0001 mg/L,,,178 mg/L,0.0001 mg/L,1112 uS/cm,0.0001 mg/L,0.0013 mg/L,,,8.34 mg/L,121 MPN/100mL,,,0.39 mg/L,388 mg/L,1.52 mg/L,0.004 mg/L,,21.4 mg/L,0.46 mg/L,0.0004 mg/L,,111 mg/L,,0.1 mg/L,0.0004 mg/L,<0.05 mg/L,0.59 mg/L,,<0.05 mg/L,,0.068 mg/L,,0.0001 mg/L,,8.04 pH,<0.0001 mg/L,0.0001 mg/L,7.06 mg/L,<0.0001 mg/L,0.922 mg/L,,13 C,,0.0017 mg/L,0.5 mg/L,<0.0003 mg/L,,2.2 mg/L,,0.782 ug/L,0.0003 mg/L,<0.0001 mg/L,,,0.012 mg/L,<0.0004 mg/L,-79.97426,43.20544
422,AC SW4,HAMILTON WEST SWQP,2023/07/13 05:00:00+00,,,,<0.0001 mg/L,0.13 mg/L,,0.0017 mg/L,0.112 mg/L,0.0797 mg/L,<0.0001 mg/L,,<0.0001 mg/L,94.7 mg/L,<2 mg/L,<0.0001 mg/L,,,124 mg/L,0.0002 mg/L,950 uS/cm,0.0002 mg/L,0.0029 mg/L,,,6.89 mg/L,488 MPN/100mL,,,0.709 mg/L,310 mg/L,1.69 mg/L,0.0034 mg/L,,17.8 mg/L,0.503 mg/L,0.0006 mg/L,,76.7 mg/L,,0.1 mg/L,0.0005 mg/L,<0.05 mg/L,0.4 mg/L,,0.06 mg/L,,0.14 mg/L,,0.0003 mg/L,,7.56 pH,<0.0001 mg/L,0.0002 mg/L,6.52 mg/L,<0.0001 mg/L,0.775 mg/L,,17.1 C,,0.0031 mg/L,0.7 mg/L,<0.0003 mg/L,,9.8 mg/L,,0.805 ug/L,0.0006 mg/L,<0.0001 mg/L,,,0.014 mg/L,<0.0004 mg/L,-79.97426,43.20544
423,AC SW4,HAMILTON WEST SWQP,2023/08/16 05:00:00+00,,,,<0.0001 mg/L,0.199 mg/L,,0.0015 mg/L,0.044 mg/L,0.0731 mg/L,<0.0001 mg/L,,<0.0001 mg/L,78.4 mg/L,<3 mg/L,<0.0001 mg/L,,,51.6 mg/L,0.0002 mg/L,638 uS/cm,0.0003 mg/L,0.0023 mg/L,,,6.02 mg/L,1240 MPN/100mL,,,0.704 mg/L,256 mg/L,1.78 mg/L,0.002 mg/L,,14.6 mg/L,0.292 mg/L,0.0005 mg/L,,29.9 mg/L,,0.05 mg/L,0.0005 mg/L,<0.05 mg/L,0.15 mg/L,,<0.05 mg/L,,0.127 mg/L,,0.0005 mg/L,,6.57 pH,<0.0001 mg/L,0.0002 mg/L,5.25 mg/L,0.0001 mg/L,0.464 mg/L,,18.2 C,,0.004 mg/L,0.7 mg/L,<0.0003 mg/L,,6.8 mg/L,,1.11 ug/L,0.0008 mg/L,<0.0001 mg/L,,,0.011 mg/L,<0.0004 mg/L,-79.97426,43.20544
424,AC SW4,HAMILTON WEST SWQP,2023/09/26 05:00:00+00,,,,<0.0001 mg/L,0.044 mg/L,,0.0012 mg/L,0.062 mg/L,0.0952 mg/L,<0.0001 mg/L,,<0.0001 mg/L,110 mg/L,<2 mg/L,<0.0001 mg/L,,,151 mg/L,0.0001 mg/L,1027 uS/cm,0.0001 mg/L,0.0006 mg/L,,,7.62 mg/L,66 MPN/100mL,,,0.608 mg/L,358 mg/L,1.91 mg/L,0.0042 mg/L,,20.3 mg/L,0.322 mg/L,0.0004 mg/L,,93.5 mg/L,,0.09 mg/L,0.0003 mg/L,<0.05 mg/L,0.52 mg/L,,<0.05 mg/L,,0.12 mg/L,,0.0002 mg/L,,7.82 pH,<0.0001 mg/L,0.0001 mg/L,6.6 mg/L,<0.0001 mg/L,0.845 mg/L,,15.4 C,,0.0014 mg/L,0.6 mg/L,<0.0003 mg/L,,5.4 mg/L,,0.594 ug/L,0.0004 mg/L,<0.0001 mg/L,,,0.01 mg/L,<0.0004 mg/L,-79.97426,43.20544
425,BatC SW1,HAMILTON EAST SWQP,2021/06/15 05:00:00+00,,,,<0.0001 mg/L,0.088 mg/L,,0.0014 mg/L,0.057 mg/L,0.0342 mg/L,<0.0001 mg/L,,<0.0001 mg/L,65.9 mg/L,3 mg/L,<0.0001 mg/L,,,203 mg/L,0.0002 mg/L,1035 uS/cm,0.0007 mg/L,0.0047 mg/L,,,3.25 mg/L,1930 MPN/100mL,,,0.345 mg/L,235 mg/L,3.76 mg/L,0.0106 mg/L,,17.1 mg/L,0.387 mg/L,0.0017 mg/L,,119 mg/L,,0.57 mg/L,0.0013 mg/L,<0.1 mg/L,0.55 mg/L,,0.38 mg/L,,0.374 mg/L,,0.0007 mg/L,,7.36 pH,0.0004 mg/L,0.0006 mg/L,3.40 mg/L,<0.0001 mg/L,0.686 mg/L,,17.0 C,,0.0027 mg/L,1.1 mg/L,<0.0003 mg/L,,3.1 mg/L,,0.497 ug/L,0.0012 mg/L,0.0002 mg/L,,,0.014 mg/L,<0.0004 mg/L,-79.75388,43.22946
426,BatC SW1,HAMILTON EAST SWQP,2021/07/14 05:00:00+00,,,,<0.0001 mg/L,0.078 mg/L,,0.0013 mg/L,0.101 mg/L,0.0516 mg/L,<0.0001 mg/L,,<0.0001 mg/L,95.8 mg/L,<2 mg/L,<0.0001 mg/L,,,320 mg/L,0.0002 mg/L,1591 uS/cm,0.0004 mg/L,0.0018 mg/L,,,5.43 mg/L,2250 MPN/100mL,,,0.295 mg/L,347 mg/L,5.19 mg/L,0.0168 mg/L,,26.1 mg/L,0.294 mg/L,0.0021 mg/L,,183 mg/L,,0.40 mg/L,0.0010 mg/L,0.10 mg/L,1.15 mg/L,,0.32 mg/L,,0.359 mg/L,,0.0005 mg/L,,7.57 pH,0.0003 mg/L,0.0009 mg/L,4.69 mg/L,<0.0001 mg/L,1.06 mg/L,,19.4 C,,0.0025 mg/L,0.9 mg/L,<0.0003 mg/L,,2.2 mg/L,,0.856 ug/L,0.0012 mg/L,0.0001 mg/L,,,0.011 mg/L,<0.0004 mg/L,-79.75388,43.22946
427,BatC SW1,HAMILTON EAST SWQP,2021/08/24 05:00:00+00,,,,<0.0001 mg/L,0.184 mg/L,,0.0017 mg/L,0.091 mg/L,0.0424 mg/L,<0.0001 mg/L,,<0.0001 mg/L,75.4 mg/L,<2 mg/L,<0.0001 mg/L,,,223 mg/L,0.0002 mg/L,1204 uS/cm,0.0007 mg/L,0.0031 mg/L,,,3.13 mg/L,4610 MPN/100mL,,,0.525 mg/L,277 mg/L,4.81 mg/L,0.0170 mg/L,,21.5 mg/L,0.205 mg/L,0.0021 mg/L,,137 mg/L,,0.95 mg/L,0.0013 mg/L,0.10 mg/L,0.56 mg/L,,0.46 mg/L,,0.620 mg/L,,0.0011 mg/L,,7.18 pH,0.0002 mg/L,0.0006 mg/L,3.30 mg/L,0.0001 mg/L,0.763 mg/L,,20.6 C,,0.0042 mg/L,1.5 mg/L,<0.0003 mg/L,,7.4 mg/L,,0.602 ug/L,0.0015 mg/L,0.0002 mg/L,,,0.011 mg/L,<0.0004 mg/L,-79.75388,43.22946
428,BatC SW1,HAMILTON EAST SWQP,2021/09/14 05:00:00+00,,,,<0.0001 mg/L,2.25 mg/L,,0.0014 mg/L,0.065 mg/L,0.0368 mg/L,<0.0001 mg/L,,<0.0001 mg/L,66.9 mg/L,<3 mg/L,<0.0001 mg/L,,,115 mg/L,0.0008 mg/L,848.5 uS/cm,0.0028 mg/L,0.0063 mg/L,,,8.72 mg/L,3260 MPN/100mL,,,2.02 mg/L,237 mg/L,4.54 mg/L,0.0073 mg/L,,16.9 mg/L,0.0623 mg/L,0.0013 mg/L,,79.1 mg/L,,0.04 mg/L,0.0029 mg/L,<0.05 mg/L,1.21 mg/L,,0.09 mg/L,,0.172 mg/L,,0.0033 mg/L,,8.24 pH,0.0002 mg/L,0.0004 mg/L,8.57 mg/L,0.0001 mg/L,0.568 mg/L,,18.0 C,,0.0486 mg/L,0.9 mg/L,<0.0003 mg/L,,27.6 mg/L,,0.712 ug/L,0.0043 mg/L,<0.0001 mg/L,,,0.030 mg/L,0.0008 mg/L,-79.75388,43.22946
429,BatC SW1,HAMILTON EAST SWQP,2021/10/25 05:00:00+00,,,,<0.0001 mg/L,2.19 mg/L,,0.0017 mg/L,0.030 mg/L,0.0272 mg/L,<0.0001 mg/L,,<0.0001 mg/L,36.8 mg/L,<3 mg/L,<0.0001 mg/L,,,40.7 mg/L,0.0009 mg/L,434.7 uS/cm,0.0046 mg/L,0.0067 mg/L,,,10.03 mg/L,11100 MPN/100mL,,,2.29 mg/L,136 mg/L,3.52 mg/L,0.0051 mg/L,,10.7 mg/L,0.106 mg/L,0.0007 mg/L,,30.7 mg/L,,0.07 mg/L,0.0028 mg/L,<0.05 mg/L,0.77 mg/L,,0.12 mg/L,,0.221 mg/L,,0.0053 mg/L,,8.06 pH,0.0003 mg/L,0.0003 mg/L,6.33 mg/L,0.0003 mg/L,0.287 mg/L,,12.5 C,,0.0586 mg/L,0.5 mg/L,<0.0003 mg/L,,54.8 mg/L,,0.502 ug/L,0.0049 mg/L,<0.0001 mg/L,,,0.038 mg/L,0.0018 mg/L,-79.75388,43.22946
430,BatC SW1,HAMILTON EAST SWQP,2021/11/29 05:00:00+00,,,,<0.0001 mg/L,0.054 mg/L,,0.0006 mg/L,0.064 mg/L,0.0348 mg/L,<0.0001 mg/L,,<0.0001 mg/L,98.6 mg/L,<2 mg/L,<0.0001 mg/L,,,203 mg/L,0.0001 mg/L,1197 uS/cm,0.0003 mg/L,0.0020 mg/L,,,12.4 mg/L,4100 MPN/100mL,,,0.112 mg/L,373 mg/L,3.85 mg/L,0.0090 mg/L,,30.9 mg/L,0.101 mg/L,0.0011 mg/L,,132 mg/L,,0.11 mg/L,0.0010 mg/L,<0.1 mg/L,0.73 mg/L,,0.08 mg/L,,0.103 mg/L,,0.0002 mg/L,,8.18 pH,0.0001 mg/L,0.0003 mg/L,3.00 mg/L,<0.0001 mg/L,0.848 mg/L,,3.4 C,,0.0019 mg/L,0.7 mg/L,<0.0003 mg/L,,0.9 mg/L,,1.37 ug/L,0.0006 mg/L,<0.0001 mg/L,,,0.007 mg/L,<0.0004 mg/L,-79.75388,43.22946
431,BatC SW1,HAMILTON EAST SWQP,2021/05/12 05:00:00+00,,,,<0.0001 mg/L,0.060 mg/L,,0.0010 mg/L,0.080 mg/L,0.0479 mg/L,<0.0001 mg/L,,<0.0001 mg/L,100 mg/L,<2 mg/L,<0.0001 mg/L,,,346 mg/L,0.0002 mg/L,1695 uS/cm,0.0007 mg/L,0.0021 mg/L,,,8.32 mg/L,461 MPN/100mL,,,0.237 mg/L,367 mg/L,4.36 mg/L,0.0157 mg/L,,28.6 mg/L,0.285 mg/L,0.0016 mg/L,,179 mg/L,,0.34 mg/L,0.0012 mg/L,<0.1 mg/L,1.25 mg/L,,0.32 mg/L,,0.383 mg/L,,0.0004 mg/L,,7.68 pH,0.0002 mg/L,0.0008 mg/L,2.57 mg/L,<0.0001 mg/L,1.07 mg/L,,10.6 C,,0.0020 mg/L,0.6 mg/L,<0.0003 mg/L,,4.7 mg/L,,1.01 ug/L,0.0007 mg/L,<0.0001 mg/L,,,0.011 mg/L,<0.0004 mg/L,-79.75388,43.22946
432,BatC SW1,HAMILTON EAST SWQP,2021/12/15 05:00:00+00,,,,<0.0001 mg/L,1.83 mg/L,,0.0010 mg/L,0.059 mg/L,0.0389 mg/L,<0.0001 mg/L,,<0.0001 mg/L,85.8 mg/L,<2 mg/L,<0.0001 mg/L,,,147 mg/L,0.0007 mg/L,1077 uS/cm,0.0024 mg/L,0.0053 mg/L,,,11.6 mg/L,5170 MPN/100mL,,,1.80 mg/L,337 mg/L,4.33 mg/L,0.0085 mg/L,,29.7 mg/L,0.150 mg/L,0.0010 mg/L,,90.6 mg/L,,0.08 mg/L,0.0025 mg/L,<0.1 mg/L,0.86 mg/L,,0.08 mg/L,,0.157 mg/L,,0.0039 mg/L,,8.13 pH,0.0001 mg/L,0.0003 mg/L,5.75 mg/L,0.0002 mg/L,0.603 mg/L,,4.3 C,,0.0470 mg/L,0.6 mg/L,<0.0003 mg/L,,34.8 mg/L,,1.17 ug/L,0.0035 mg/L,<0.0001 mg/L,,,0.025 mg/L,0.0011 mg/L,-79.75388,43.22946
433,BatC SW1,HAMILTON EAST SWQP,2022/01/19 05:00:00+00,,,,<0.0001 mg/L,0.171 mg/L,,0.0006 mg/L,0.054 mg/L,0.0501 mg/L,<0.0001 mg/L,,<0.0001 mg/L,89.0 mg/L,4 mg/L,<0.0001 mg/L,,,881 mg/L,0.0002 mg/L,3337 uS/cm,0.0011 mg/L,0.0056 mg/L,,,13.2 mg/L,14100 MPN/100mL,,,0.435 mg/L,339 mg/L,3.71 mg/L,0.0104 mg/L,,28.3 mg/L,0.279 mg/L,0.0012 mg/L,,541 mg/L,,0.50 mg/L,0.0010 mg/L,0.07 mg/L,1.51 mg/L,,0.17 mg/L,,0.236 mg/L,,0.0014 mg/L,,7.73 pH,0.0003 mg/L,0.0005 mg/L,2.85 mg/L,0.0001 mg/L,0.855 mg/L,,4.6 C,,0.0056 mg/L,1.0 mg/L,<0.0003 mg/L,,12.4 mg/L,,1.09 ug/L,0.0010 mg/L,0.0001 mg/L,,,0.030 mg/L,<0.0004 mg/L,-79.75388,43.22946
434,BatC SW1,HAMILTON EAST SWQP,2022/02/01 05:00:00+00,,,,<0.0001 mg/L,0.048 mg/L,,0.0009 mg/L,0.073 mg/L,0.0491 mg/L,<0.0001 mg/L,,0.0001 mg/L,88.5 mg/L,3 mg/L,<0.0001 mg/L,,,506 mg/L,0.0002 mg/L,2195 uS/cm,0.0003 mg/L,0.0028 mg/L,,,10.2 mg/L,19900 MPN/100mL,,,0.367 mg/L,328 mg/L,3.86 mg/L,0.0145 mg/L,,26.0 mg/L,0.664 mg/L,0.0016 mg/L,,286 mg/L,,1.12 mg/L,0.0010 mg/L,0.07 mg/L,1.17 mg/L,,0.33 mg/L,,0.455 mg/L,,0.0002 mg/L,,7.70 pH,0.0002 mg/L,0.0005 mg/L,2.70 mg/L,<0.0001 mg/L,0.855 mg/L,,3.3 C,,0.0015 mg/L,1.6 mg/L,<0.0003 mg/L,,4.9 mg/L,,1.04 ug/L,0.0005 mg/L,<0.0001 mg/L,,,0.013 mg/L,<0.0004 mg/L,-79.75388,43.22946
435,BatC SW1,HAMILTON EAST SWQP,2022/03/07 05:00:00+00,,,,<0.0001 mg/L,2.18 mg/L,,0.0010 mg/L,0.028 mg/L,0.0281 mg/L,<0.0001 mg/L,,0.0001 mg/L,48.3 mg/L,<3 mg/L,<0.0001 mg/L,,,160 mg/L,0.0010 mg/L,835 uS/cm,0.0031 mg/L,0.0052 mg/L,,,14.6 mg/L,5480 MPN/100mL,,,2.36 mg/L,188 mg/L,3.47 mg/L,0.0043 mg/L,,16.3 mg/L,0.105 mg/L,0.0006 mg/L,,105 mg/L,,0.12 mg/L,0.0029 mg/L,<0.05 mg/L,0.68 mg/L,,0.06 mg/L,,0.145 mg/L,,0.0062 mg/L,,7.98 pH,0.0002 mg/L,0.0002 mg/L,5.43 mg/L,0.0002 mg/L,0.361 mg/L,,1.8 C,,0.0387 mg/L,0.6 mg/L,<0.0003 mg/L,,42.0 mg/L,,0.627 ug/L,0.0046 mg/L,<0.0001 mg/L,,,0.042 mg/L,0.0010 mg/L,-79.75388,43.22946
436,BatC SW1,HAMILTON EAST SWQP,2022/04/19 05:00:00+00,,,,<0.0001 mg/L,0.067 mg/L,,0.0005 mg/L,0.057 mg/L,0.0336 mg/L,<0.0001 mg/L,,<0.0001 mg/L,89.9 mg/L,<2 mg/L,<0.0001 mg/L,,,281 mg/L,0.0001 mg/L,1445 uS/cm,0.0005 mg/L,0.0027 mg/L,,,13.0 mg/L,2760 MPN/100mL,,,0.114 mg/L,345 mg/L,3.51 mg/L,0.0078 mg/L,,29.3 mg/L,0.0815 mg/L,0.0009 mg/L,,166 mg/L,,0.06 mg/L,0.0010 mg/L,<0.05 mg/L,0.75 mg/L,,<0.05 mg/L,,0.059 mg/L,,0.0004 mg/L,,8.15 pH,0.0002 mg/L,0.0004 mg/L,1.37 mg/L,<0.0001 mg/L,0.833 mg/L,,5.9 C,,0.0020 mg/L,0.4 mg/L,<0.0003 mg/L,,3.8 mg/L,,1.37 ug/L,0.0006 mg/L,<0.0001 mg/L,,,0.011 mg/L,<0.0004 mg/L,-79.75388,43.22946
437,BatC SW1,HAMILTON EAST SWQP,2022/05/18 05:00:00+00,,,,<0.0001 mg/L,0.057 mg/L,,0.0008 mg/L,0.097 mg/L,0.0524 mg/L,<0.0001 mg/L,,<0.0001 mg/L,110 mg/L,<2 mg/L,<0.0001 mg/L,,,397 mg/L,0.0002 mg/L,1866 uS/cm,0.0004 mg/L,0.0024 mg/L,,,7.3 mg/L,1100 MPN/100mL,,,0.233 mg/L,429 mg/L,5.05 mg/L,0.0167 mg/L,,37.4 mg/L,0.328 mg/L,0.0015 mg/L,,213 mg/L,,0.17 mg/L,0.0011 mg/L,0.06 mg/L,1.21 mg/L,,0.13 mg/L,,0.151 mg/L,,0.0003 mg/L,,7.70 pH,0.0002 mg/L,0.0007 mg/L,2.34 mg/L,<0.0001 mg/L,1.13 mg/L,,12.2 C,,0.0014 mg/L,0.6 mg/L,<0.0003 mg/L,,3.2 mg/L,,1.49 ug/L,0.0006 mg/L,<0.0001 mg/L,,,0.009 mg/L,<0.0004 mg/L,-79.75388,43.22946
438,BatC SW1,HAMILTON EAST SWQP,2022/06/13 05:00:00+00,,,,<0.0001 mg/L,0.091 mg/L,,0.0010 mg/L,0.087 mg/L,0.0410 mg/L,<0.0001 mg/L,,<0.0001 mg/L,91.2 mg/L,<2 mg/L,<0.0001 mg/L,,,263 mg/L,0.0002 mg/L,1446 uS/cm,0.0005 mg/L,0.0029 mg/L,,,5.2 mg/L,8160 MPN/100mL,,,0.166 mg/L,341 mg/L,4.07 mg/L,0.0121 mg/L,,27.5 mg/L,0.135 mg/L,0.0018 mg/L,,163 mg/L,,0.17 mg/L,0.0012 mg/L,<0.1 mg/L,1.35 mg/L,,0.12 mg/L,,0.129 mg/L,,0.0006 mg/L,,7.79 pH,0.0002 mg/L,0.0005 mg/L,4.04 mg/L,<0.0001 mg/L,0.855 mg/L,,15.8 C,,0.0028 mg/L,0.6 mg/L,<0.0003 mg/L,,2.6 mg/L,,1.20 ug/L,0.0010 mg/L,<0.0001 mg/L,,,0.010 mg/L,<0.0004 mg/L,-79.75388,43.22946
439,BatC SW1,HAMILTON EAST SWQP,2022/09/13 05:00:00+00,,,,<0.0001 mg/L,0.144 mg/L,,0.0011 mg/L,0.102 mg/L,0.0415 mg/L,<0.0001 mg/L,,<0.0001 mg/L,76.3 mg/L,<2 mg/L,<0.0001 mg/L,,,186 mg/L,0.0002 mg/L,1103 uS/cm,0.0010 mg/L,0.0049 mg/L,,,5.5 mg/L,19900 MPN/100mL,,,0.303 mg/L,275 mg/L,6.25 mg/L,0.0108 mg/L,,20.4 mg/L,0.135 mg/L,0.0055 mg/L,,120 mg/L,,0.38 mg/L,0.0016 mg/L,0.18 mg/L,1.29 mg/L,,0.18 mg/L,,0.223 mg/L,,0.0010 mg/L,,7.58 pH,0.0006 mg/L,0.0006 mg/L,3.56 mg/L,0.0002 mg/L,0.870 mg/L,,17.9 C,,0.0036 mg/L,1.0 mg/L,<0.0003 mg/L,,5.1 mg/L,,0.926 ug/L,0.0018 mg/L,<0.0001 mg/L,,,0.018 mg/L,<0.0004 mg/L,-79.75388,43.22946
440,BatC SW1,HAMILTON EAST SWQP,2022/10/13 05:00:00+00,,,,<0.0001 mg/L,0.247 mg/L,,0.0008 mg/L,0.036 mg/L,0.0167 mg/L,<0.0001 mg/L,,<0.0001 mg/L,30.2 mg/L,4 mg/L,<0.0001 mg/L,,,59.6 mg/L,0.0002 mg/L,437.7 uS/cm,0.0013 mg/L,0.0070 mg/L,,,7.5 mg/L,517000 MPN/100mL,,,0.377 mg/L,106 mg/L,3.11 mg/L,0.0036 mg/L,,7.42 mg/L,0.0534 mg/L,0.0011 mg/L,,42.4 mg/L,,0.39 mg/L,0.0009 mg/L,<0.1 mg/L,0.98 mg/L,,0.17 mg/L,,0.256 mg/L,,0.0013 mg/L,,7.90 pH,0.0005 mg/L,0.0003 mg/L,2.22 mg/L,0.0002 mg/L,0.246 mg/L,,15.9 C,,0.0062 mg/L,1.5 mg/L,<0.0003 mg/L,,4.5 mg/L,,0.254 ug/L,0.0020 mg/L,0.0001 mg/L,,,0.018 mg/L,<0.0004 mg/L,-79.75388,43.22946
441,BatC SW1,HAMILTON EAST SWQP,2022/11/15 05:00:00+00,,,,<0.0001 mg/L,0.026 mg/L,,0.0009 mg/L,0.057 mg/L,0.0301 mg/L,<0.0001 mg/L,,<0.0001 mg/L,56.7 mg/L,8 mg/L,<0.0001 mg/L,,,147 mg/L,<0.0001 mg/L,922 uS/cm,0.0002 mg/L,0.0056 mg/L,,,6.2 mg/L,201000 MPN/100mL,,,0.191 mg/L,214 mg/L,4.95 mg/L,0.0087 mg/L,,17.7 mg/L,0.180 mg/L,0.0017 mg/L,,88.9 mg/L,,5.28 mg/L,0.0009 mg/L,0.13 mg/L,0.65 mg/L,,0.93 mg/L,,1.06 mg/L,,0.0002 mg/L,,8.04 pH,0.0002 mg/L,0.0005 mg/L,2.54 mg/L,<0.0001 mg/L,0.543 mg/L,,9.4 C,,0.0009 mg/L,6.2 mg/L,<0.0003 mg/L,,5.5 mg/L,,0.602 ug/L,0.0005 mg/L,<0.0001 mg/L,,,0.009 mg/L,<0.0004 mg/L,-79.75388,43.22946
442,BatC SW1,HAMILTON EAST SWQP,2022/12/06 05:00:00+00,,,,<0.0001 mg/L,0.048 mg/L,,0.0008 mg/L,0.058 mg/L,0.0296 mg/L,<0.0001 mg/L,,<0.0001 mg/L,59.2 mg/L,9 mg/L,<0.0001 mg/L,,,148 mg/L,<0.0001 mg/L,869 uS/cm,0.0003 mg/L,0.0040 mg/L,,,9.4 mg/L,99000 MPN/100mL,,,0.168 mg/L,216 mg/L,4.14 mg/L,0.0079 mg/L,,16.5 mg/L,0.131 mg/L,0.0016 mg/L,,91.0 mg/L,,1.95 mg/L,0.0008 mg/L,0.08 mg/L,0.82 mg/L,,0.76 mg/L,,0.774 mg/L,,0.0002 mg/L,,8.16 pH,0.0002 mg/L,0.0005 mg/L,1.95 mg/L,<0.0001 mg/L,0.480 mg/L,,10.6 C,,0.0010 mg/L,3.1 mg/L,<0.0003 mg/L,,3.9 mg/L,,0.565 ug/L,0.0006 mg/L,0.0001 mg/L,,,0.018 mg/L,<0.0004 mg/L,-79.75388,43.22946
443,BatC SW1,HAMILTON EAST SWQP,2023/01/11 05:00:00+00,,,,<0.0001 mg/L,0.332 mg/L,,0.0006 mg/L,0.055 mg/L,0.0373 mg/L,<0.0001 mg/L,,<0.0001 mg/L,93.2 mg/L,<2 mg/L,<0.0001 mg/L,,,261 mg/L,0.0002 mg/L,1340 uS/cm,0.0005 mg/L,0.0028 mg/L,,,14 mg/L,1920 MPN/100mL,,,0.284 mg/L,344 mg/L,4.39 mg/L,0.0084 mg/L,,27.1 mg/L,0.132 mg/L,0.0011 mg/L,,148 mg/L,,0.18 mg/L,0.0011 mg/L,<0.05 mg/L,1.49 mg/L,,0.15 mg/L,,0.187 mg/L,,0.0005 mg/L,,8.24 pH,0.0001 mg/L,0.0007 mg/L,3.74 mg/L,<0.0001 mg/L,0.82 mg/L,,2.3 C,,0.0111 mg/L,0.7 mg/L,<0.0003 mg/L,,<2 mg/L,,0.884 ug/L,0.0009 mg/L,<0.0001 mg/L,,,0.01 mg/L,0.0007 mg/L,-79.75388,43.22946
444,BatC SW1,HAMILTON EAST SWQP,2022/07/05 05:00:00+00,,,,<0.0001 mg/L,2.56 mg/L,,0.0028 mg/L,0.076 mg/L,0.0701 mg/L,0.0001 mg/L,,0.0001 mg/L,95.5 mg/L,10 mg/L,0.0002 mg/L,,,294 mg/L,0.0019 mg/L,1451 uS/cm,0.0062 mg/L,0.0141 mg/L,,,4.8 mg/L,77000 MPN/100mL,,,4.16 mg/L,353 mg/L,6.69 mg/L,0.0144 mg/L,,27.7 mg/L,1.09 mg/L,0.0060 mg/L,,166 mg/L,,1.23 mg/L,0.0059 mg/L,0.18 mg/L,0.41 mg/L,,0.17 mg/L,,0.577 mg/L,,0.0094 mg/L,,7.35 pH,0.0006 mg/L,0.0005 mg/L,7.36 mg/L,0.0006 mg/L,1.05 mg/L,,18.4 C,,0.0505 mg/L,2.5 mg/L,<0.0003 mg/L,,129 mg/L,,0.834 ug/L,0.0073 mg/L,0.0002 mg/L,,,0.069 mg/L,0.0010 mg/L,-79.75388,43.22946
